it,sol,rhsl1,rhsl2,rhslinf,dyl1,dyl2,dylinf,relerr
94,4,2.109469e+01,1.055520e+00,7.421684e-01,1.328593e+04,5.242126e+01,5.334650e-01,4.581219e-08
95,1,8.194305e+09,8.333426e+08,6.119932e+08,8.342479e+09,3.421018e+07,1.782756e+05,2.341002e-08
95,2,7.115359e+04,7.241496e+03,5.317337e+03,1.950035e+05,7.736908e+02,3.541657e+00,2.337475e-08
95,3,6.424883e+04,6.539526e+03,4.801810e+03,1.516544e+05,6.008766e+02,2.887714e+00,2.334405e-08
95,4,2.204946e+01,1.221979e+00,7.577279e-01,7.605549e+03,3.052466e+01,5.465974e-01,3.137898e-08
95,5,2.087575e+01,1.102362e+00,7.267506e-01,6.764855e+03,2.731622e+01,5.306378e-01,3.374875e-08
95,6,1.948778e+01,1.009093e+00,6.850300e-01,5.457031e+03,2.243096e+01,5.087988e-01,3.528808e-08
96,1,8.427462e+09,8.570445e+08,6.294203e+08,8.333110e+09,3.417351e+07,1.780903e+05,2.948579e-08
96,2,7.064186e+04,7.189351e+03,5.279220e+03,1.859896e+05,7.381895e+02,3.385314e+00,2.939006e-08
96,3,6.472652e+04,6.588185e+03,4.837700e+03,1.912131e+05,7.556384e+02,4.342318e+00,2.943712e-08
96,4,2.393799e+01,1.021788e+00,7.163530e-01,8.669648e+03,3.444038e+01,5.382094e-01,4.413644e-08
96,5,2.309577e+01,9.877903e-01,6.925019e-01,8.448510e+03,3.356700e+01,5.235528e-01,4.435538e-08
96,6,2.208241e+01,9.470367e-01,6.639169e-01,8.191962e+03,3.255419e+01,5.060270e-01,4.482022e-08
97,1,8.567759e+09,8.713363e+08,6.399360e+08,8.341369e+09,3.420416e+07,1.781925e+05,1.567089e-08
97,2,7.012299e+04,7.136767e+03,5.240766e+03,1.810586e+05,7.184560e+02,3.305156e+00,1.560708e-08
97,3,6.363757e+04,6.477536e+03,4.756595e+03,1.670635e+05,6.612364e+02,3.372386e+00,1.561697e-08
97,4,2.171584e+01,1.105361e+00,7.769205e-01,5.838024e+03,2.382379e+01,5.774349e-01,4.541798e-08
97,5,1.997038e+01,1.018849e+00,7.158525e-01,5.114095e+03,2.099670e+01,5.391428e-01,4.494899e-08
97,6,1.779020e+01,9.097396e-01,6.391253e-01,4.269264e+03,1.773810e+01,4.917154e-01,4.593965e-08
98,1,8.942586e+09,9.093743e+08,6.678973e+08,8.411894e+09,3.447438e+07,1.793125e+05,4.352799e-08
98,2,6.895313e+04,7.017119e+03,5.153092e+03,1.746768e+05,6.929266e+02,3.191036e+00,4.324490e-08
98,3,6.237318e+04,6.348322e+03,4.661880e+03,1.450926e+05,5.735855e+02,3.256963e+00,4.056840e-08
98,4,2.007087e+01,9.961274e-01,6.968258e-01,1.468840e+03,9.354286e+00,5.978556e-01,2.869373e-08
98,5,1.952235e+01,9.702314e-01,6.811490e-01,2.550827e+03,1.193335e+01,4.570028e-01,2.891292e-08
98,6,1.887743e+01,9.409978e-01,6.612357e-01,3.045781e+03,1.344141e+01,4.493574e-01,3.072031e-08
99,1,9.062680e+09,9.214908e+08,6.768033e+08,8.404271e+09,3.444581e+07,1.791589e+05,1.916197e-08
99,2,6.865477e+04,6.986035e+03,5.130317e+03,1.701565e+05,6.752918e+02,3.116359e+00,1.912342e-08
99,3,6.267401e+04,6.378201e+03,4.683870e+03,1.254007e+05,4.977138e+02,2.427277e+00,1.909909e-08
99,4,2.265323e+01,9.853380e-01,6.890145e-01,6.563132e+02,8.841028e+00,4.725255e-01,3.107274e-08
100,1,9.252625e+09,9.408580e+08,6.910380e+08,8.397212e+09,3.441980e+07,1.791163e+05,2.783539e-08
100,2,6.846337e+04,6.966953e+03,5.116378e+03,1.665564e+05,6.610074e+02,3.051514e+00,3.613937e-08
100,3,6.197628e+04,6.307486e+03,4.632011e+03,2.123815e+05,8.382281e+02,8.509462e+00,3.906277e-08
100,4,2.110288e+01,1.083164e+00,7.436443e-01,5.717589e+04,2.279856e+02,6.565439e+00,3.679376e-08
100,5,1.930636e+01,9.856857e-01,6.863018e-01,8.424881e+03,3.436013e+01,1.115439e+00,4.817387e-08
100,6,1.672973e+01,8.549779e-01,5.987048e-01,5.635518e+03,2.376966e+01,8.776438e-01,4.933705e-08
101,1,9.772810e+09,9.937035e+08,7.298913e+08,8.464420e+09,3.467556e+07,1.801834e+05,2.306117e-08
101,2,6.707593e+04,6.825471e+03,5.012741e+03,1.595670e+05,6.328379e+02,2.916957e+00,2.323305e-08
101,3,6.085913e+04,6.193510e+03,4.548543e+03,1.593494e+05,6.294409e+02,3.166113e+00,2.397841e-08
101,4,2.024776e+01,1.010590e+00,7.046136e-01,3.655716e+03,1.638543e+01,5.520990e-01,4.813785e-08
101,5,1.881025e+01,9.509078e-01,6.592812e-01,3.961593e+03,1.780708e+01,5.628459e-01,4.918243e-08
101,6,1.425651e+01,7.509006e-01,5.006421e-01,3.208910e+03,1.981158e+01,9.550929e-01,2.389468e-08
102,1,1.044343e+10,1.061701e+09,7.798709e+08,8.789318e+09,3.592491e+07,1.855178e+05,4.518941e-08
102,2,6.545685e+04,6.659558e+03,4.891098e+03,1.752789e+05,6.942197e+02,3.126237e+00,4.513422e-08
102,3,5.953463e+04,6.057790e+03,4.449051e+03,2.675283e+05,1.050860e+03,5.522695e+00,4.802182e-08
102,4,2.162245e+01,9.821845e-01,6.878939e-01,1.536949e+04,6.196893e+01,1.144935e+00,4.560909e-08
102,5,2.070286e+01,9.562201e-01,6.703597e-01,1.585105e+04,6.382882e+01,1.172169e+00,4.628322e-08
102,6,1.923311e+01,9.168117e-01,6.442312e-01,1.650170e+04,6.633091e+01,1.204046e+00,4.700211e-08
103,1,1.059576e+10,1.077184e+09,7.912531e+08,8.749924e+09,3.576983e+07,1.847479e+05,3.707230e-08
103,2,6.449447e+04,6.561668e+03,4.819255e+03,1.610992e+05,6.381327e+02,2.908830e+00,3.721645e-08
103,3,5.852811e+04,5.955330e+03,4.373854e+03,1.480029e+05,5.836903e+02,5.259560e+00,3.720835e-08
103,4,1.999607e+01,1.011452e+00,7.111057e-01,4.519965e+03,2.542301e+01,1.102843e+00,4.291833e-08
103,5,1.875366e+01,9.526938e-01,6.699460e-01,1.011462e+03,1.407616e+01,5.772909e-01,4.179586e-08
103,6,1.726567e+01,8.810657e-01,6.193282e-01,2.033569e+03,1.352700e+01,4.589405e-01,4.227833e-08
104,1,1.090457e+10,1.108484e+09,8.142675e+08,8.754773e+09,3.579042e+07,1.848124e+05,2.550505e-08
104,2,6.366552e+04,6.476817e+03,4.757064e+03,1.531359e+05,6.066793e+02,2.776344e+00,2.547156e-08
104,3,5.768418e+04,5.868996e+03,4.310563e+03,1.590399e+05,6.275330e+02,4.219112e+00,2.549850e-08
104,4,1.915360e+01,9.690392e-01,6.799900e-01,8.783086e+03,3.639700e+01,1.262877e+00,2.905907e-08
104,5,1.802044e+01,9.165855e-01,6.431065e-01,6.171846e+03,2.638326e+01,9.581424e-01,2.670021e-08
104,6,1.618209e+01,8.274538e-01,5.805160e-01,3.814310e+03,1.792569e+01,7.316878e-01,4.982139e-08
105,1,1.138926e+10,1.157604e+09,8.503612e+08,8.858147e+09,3.618820e+07,1.863942e+05,4.258860e-08
105,2,6.251399e+04,6.358905e+03,4.670518e+03,1.539005e+05,6.093365e+02,2.774186e+00,4.288193e-08
105,3,5.675802e+04,5.774080e+03,4.240899e+03,2.219514e+05,8.737893e+02,7.469182e+00,4.296144e-08
105,4,1.858106e+01,9.146043e-01,6.416721e-01,1.538572e+04,6.219028e+01,1.832855e+00,3.408577e-08
105,5,1.765100e+01,8.761199e-01,6.151886e-01,9.646092e+03,3.867482e+01,8.953810e-01,3.152611e-08
105,6,1.647243e+01,8.261979e-01,5.803700e-01,7.787346e+03,3.120872e+01,5.965869e-01,3.065823e-08
106,1,1.162572e+10,1.181514e+09,8.679343e+08,9.009153e+09,3.676954e+07,1.887984e+05,2.358168e-08
106,2,6.150248e+04,6.255412e+03,4.594547e+03,1.599134e+05,6.326731e+02,2.859867e+00,2.360940e-08
106,3,5.558105e+04,5.653836e+03,4.152611e+03,1.923221e+05,7.564514e+02,7.085097e+00,2.358068e-08
106,4,1.744789e+01,8.819678e-01,6.189201e-01,3.935772e+03,2.080708e+01,8.725350e-01,4.348599e-08
106,5,1.691168e+01,8.570704e-01,6.011716e-01,4.198488e+03,2.153221e+01,8.346052e-01,4.222084e-08
106,6,1.619888e+01,8.225529e-01,5.768358e-01,4.786816e+03,2.253562e+01,7.093737e-01,4.077458e-08
107,1,1.178636e+10,1.197770e+09,8.798872e+08,8.986011e+09,3.668140e+07,1.884629e+05,4.887627e-08
107,2,6.094327e+04,6.198200e+03,4.552582e+03,1.528604e+05,6.048693e+02,2.742162e+00,4.920828e-08
107,3,5.532349e+04,5.627343e+03,4.133196e+03,1.558435e+05,6.138069e+02,4.534742e+00,4.924315e-08
107,4,1.804997e+01,8.939098e-01,6.243606e-01,2.111811e+03,1.392110e+01,6.634166e-01,3.755064e-08
107,5,1.708944e+01,8.606145e-01,6.022589e-01,1.195320e+03,1.228060e+01,5.083486e-01,3.558972e-08
107,6,1.581474e+01,8.010076e-01,5.614233e-01,1.798188e+03,1.190815e+01,4.399150e-01,3.308791e-08
108,1,1.207527e+10,1.227035e+09,9.013920e+08,9.034104e+09,3.686583e+07,1.891766e+05,2.935863e-08
108,2,6.017893e+04,6.120027e+03,4.495192e+03,1.491891e+05,5.901926e+02,2.692779e+00,2.931298e-08
108,3,5.432959e+04,5.525663e+03,4.058551e+03,1.265930e+05,4.985906e+02,2.981315e+00,2.939451e-08
108,4,1.729381e+01,9.153410e-01,6.054194e-01,1.018094e+03,8.363942e+00,4.335472e-01,4.241261e-08
108,5,1.636261e+01,8.548566e-01,5.764226e-01,4.138930e+02,7.403961e+00,4.142925e-01,4.742509e-08
108,6,1.519090e+01,7.900280e-01,5.377139e-01,1.209922e+03,7.793342e+00,3.895190e-01,4.688559e-08
109,1,1.243840e+10,1.263852e+09,9.284739e+08,9.015254e+09,3.678957e+07,1.888818e+05,3.293466e-08
109,2,5.956380e+04,6.057095e+03,4.449136e+03,1.398679e+05,5.533178e+02,2.559184e+00,3.294123e-08
109,3,5.387310e+04,5.479036e+03,4.024451e+03,4.534794e+04,1.951632e+02,4.828385e+00,3.296175e-08
109,4,1.695530e+01,8.595739e-01,5.919538e-01,4.410376e+04,1.763325e+02,3.308389e+00,3.365822e-08
109,5,1.614573e+01,8.244291e-01,5.739694e-01,2.863121e+04,1.141497e+02,1.700444e+00,2.740167e-08
110,1,1.283697e+10,1.304242e+09,9.581771e+08,9.045224e+09,3.690728e+07,1.894084e+05,3.117643e-08
110,2,5.943568e+04,6.043565e+03,4.439345e+03,1.408014e+05,5.573615e+02,2.596281e+00,3.115220e-08
110,3,5.408026e+04,5.499680e+03,4.039757e+03,2.135059e+05,8.390916e+02,3.972122e+00,3.116632e-08
110,4,1.955523e+01,8.480417e-01,5.946270e-01,5.660289e+03,2.264290e+01,3.084491e-01,4.735470e-08
111,1,1.292742e+10,1.313428e+09,9.649265e+08,9.124215e+09,3.721160e+07,1.906846e+05,2.791608e-08
111,2,5.912551e+04,6.012018e+03,4.416174e+03,1.445791e+05,5.724592e+02,2.658341e+00,2.787120e-08
111,3,5.345217e+04,5.435745e+03,3.992793e+03,2.017596e+05,7.929521e+02,5.798017e+00,2.803605e-08
111,4,1.880682e+01,1.119852e+00,6.524785e-01,1.144643e+04,4.608279e+01,6.480471e-01,3.410178e-08
112,1,1.320186e+10,1.341312e+09,9.854200e+08,9.212448e+09,3.754591e+07,1.920948e+05,3.560814e-08
112,2,5.845043e+04,5.943389e+03,4.365799e+03,1.432343e+05,5.664592e+02,2.636636e+00,3.553648e-08
112,3,5.271117e+04,5.360126e+03,3.937279e+03,1.199143e+05,4.718293e+02,3.930038e+00,3.519158e-08
112,4,1.880941e+01,9.821269e-01,6.715238e-01,6.122581e+03,2.467904e+01,5.173566e-01,4.645926e-08
112,5,1.846886e+01,9.659045e-01,6.592818e-01,6.494158e+03,2.616762e+01,5.461695e-01,4.696014e-08
112,6,1.802526e+01,9.464486e-01,6.428579e-01,7.137470e+03,2.874961e+01,5.921853e-01,4.784392e-08
113,1,1.333104e+10,1.354413e+09,9.950457e+08,9.233648e+09,3.763086e+07,1.924395e+05,2.749182e-08
113,2,5.817458e+04,5.915258e+03,4.345135e+03,1.446752e+05,5.723790e+02,2.669317e+00,2.749570e-08
113,3,5.294918e+04,5.384580e+03,3.955240e+03,2.302785e+05,9.048585e+02,6.066302e+00,2.746291e-08
113,4,2.077712e+01,9.378652e-01,6.591910e-01,7.602268e+03,3.072687e+01,3.858698e-01,2.353396e-08
114,1,1.343366e+10,1.364844e+09,1.002706e+09,9.302621e+09,3.789672e+07,1.934469e+05,2.557375e-08
114,2,5.777736e+04,5.874899e+03,4.315473e+03,1.476666e+05,5.841069e+02,2.719051e+00,2.553036e-08
114,3,5.223961e+04,5.312402e+03,3.902205e+03,2.207734e+05,8.683046e+02,4.017514e+00,2.550197e-08
114,4,1.884291e+01,9.678978e-01,6.796980e-01,9.182965e+03,3.637131e+01,3.670769e-01,2.737759e-08
115,1,1.350239e+10,1.371808e+09,1.007831e+09,9.315937e+09,3.794799e+07,1.936772e+05,4.010357e-08
115,2,5.754269e+04,5.850967e+03,4.297929e+03,1.454665e+05,5.753860e+02,2.683035e+00,3.997442e-08
115,3,5.209490e+04,5.297603e+03,3.891368e+03,1.434451e+05,5.643952e+02,4.191271e+00,4.000608e-08
115,4,1.990287e+01,1.053809e+00,7.228710e-01,1.011536e+03,1.319742e+01,4.493184e-01,3.807013e-08
115,5,1.829707e+01,9.625369e-01,6.664195e-01,1.705522e+03,1.503853e+01,6.020367e-01,3.720295e-08
115,6,1.582860e+01,8.326044e-01,5.857602e-01,3.603879e+03,1.772645e+01,4.811436e-01,3.442870e-08
116,1,1.405819e+10,1.428170e+09,1.049262e+09,9.319848e+09,3.796178e+07,1.937755e+05,4.852599e-08
116,2,5.642272e+04,5.736709e+03,4.214088e+03,1.335365e+05,5.281024e+02,2.505774e+00,4.858811e-08
116,3,5.106202e+04,5.192211e+03,3.814037e+03,1.826340e+05,7.171234e+02,4.377199e+00,4.933479e-08
116,4,1.830626e+01,8.953870e-01,6.277591e-01,3.856665e+03,1.638488e+01,3.607074e-01,3.772180e-08
117,1,1.407864e+10,1.430246e+09,1.050788e+09,9.399992e+09,3.826940e+07,1.950625e+05,3.993789e-08
117,2,5.638399e+04,5.732765e+03,4.211193e+03,1.402822e+05,5.544507e+02,2.606973e+00,3.994597e-08
117,3,5.076490e+04,5.162050e+03,3.791880e+03,4.535339e+05,1.830352e+03,4.226101e+01,3.673925e-08
117,4,1.801049e+01,9.777988e-01,6.365422e-01,2.250536e+05,8.975243e+02,1.604478e+01,2.988445e-08
117,5,1.798197e+01,9.746108e-01,6.360018e-01,2.210585e+05,8.816026e+02,1.576447e+01,2.992669e-08
117,6,1.788128e+01,9.636621e-01,6.340321e-01,2.071216e+05,8.260746e+02,1.478310e+01,2.863628e-08
118,1,1.410312e+10,1.432730e+09,1.052615e+09,9.382982e+09,3.820414e+07,1.948690e+05,3.087848e-08
118,2,5.639644e+04,5.734019e+03,4.212124e+03,1.390675e+05,5.497116e+02,2.590034e+00,3.092202e-08
118,3,5.157446e+04,5.244351e+03,3.852346e+03,1.771019e+05,6.947060e+02,3.305025e+00,3.081908e-08
118,4,2.086478e+01,9.118496e-01,6.391281e-01,5.166798e+03,2.146419e+01,4.213206e-01,4.427499e-08
119,1,1.428714e+10,1.451424e+09,1.066357e+09,9.404113e+09,3.828468e+07,1.951594e+05,4.726993e-08
119,2,5.603765e+04,5.697552e+03,4.185364e+03,1.352163e+05,5.343473e+02,2.530335e+00,4.719062e-08
119,3,5.055088e+04,5.139951e+03,3.775682e+03,1.406622e+05,5.516060e+02,2.748692e+00,4.710800e-08
119,4,2.361533e+01,3.715752e+00,2.535625e+00,9.375877e+03,3.798315e+01,7.506339e-01,3.376685e-08
120,1,1.466706e+10,1.490004e+09,1.094720e+09,9.506485e+09,3.867505e+07,1.967849e+05,3.846895e-08
120,2,5.568708e+04,5.661860e+03,4.159215e+03,1.382517e+05,5.456203e+02,2.572206e+00,3.837507e-08
120,3,5.048945e+04,5.133975e+03,3.771355e+03,9.824800e+04,3.865157e+02,2.457132e+00,3.837318e-08
120,4,2.026781e+01,1.050730e+00,7.397072e-01,3.176112e+03,1.453675e+01,3.820676e-01,3.638709e-08
121,1,1.491247e+10,1.514911e+09,1.113024e+09,9.500634e+09,3.865203e+07,1.966514e+05,2.691220e-08
121,2,5.554561e+04,5.647387e+03,4.148601e+03,1.356565e+05,5.354471e+02,2.531942e+00,2.641066e-08
121,3,5.040807e+04,5.125650e+03,3.765258e+03,2.141814e+05,8.394721e+02,5.438306e+00,2.661328e-08
121,4,2.105520e+01,1.043608e+00,7.337376e-01,5.539987e+03,2.301034e+01,4.322322e-01,4.504114e-08
122,1,1.499119e+10,1.522891e+09,1.118885e+09,9.587207e+09,3.898498e+07,1.981249e+05,3.481364e-08
122,2,5.530030e+04,5.622393e+03,4.130232e+03,1.429848e+05,5.639893e+02,2.638360e+00,3.472148e-08
122,3,4.982280e+04,5.063549e+03,3.719600e+03,2.997643e+05,1.173746e+03,5.103734e+00,3.464540e-08
122,4,1.251174e+02,7.450153e+01,5.267879e+01,3.407403e+05,1.352119e+03,2.251629e+01,2.564399e-08
123,1,1.502562e+10,1.526395e+09,1.121458e+09,9.604416e+09,3.904927e+07,1.983170e+05,4.925431e-08
123,2,5.505280e+04,5.597260e+03,4.111764e+03,1.410519e+05,5.560907e+02,2.607228e+00,4.931334e-08
123,3,4.978042e+04,5.061786e+03,3.718329e+03,1.860437e+05,7.286487e+02,5.081348e+00,4.938050e-08
123,4,2.066081e+01,1.084461e+00,7.645108e-01,4.371720e+03,1.906764e+01,4.361983e-01,2.421107e-08
124,1,1.515413e+10,1.539435e+09,1.131048e+09,9.608857e+09,3.906585e+07,1.983613e+05,4.391598e-08
124,2,5.477483e+04,5.568951e+03,4.090999e+03,1.374951e+05,5.419836e+02,2.549918e+00,4.377328e-08
124,3,4.940547e+04,5.023401e+03,3.690160e+03,1.574120e+05,6.172250e+02,2.938684e+00,4.370851e-08
124,4,2.401069e+01,2.646368e+00,1.705413e+00,3.902139e+03,1.718922e+01,4.347527e-01,3.427943e-08
125,1,1.546761e+10,1.571254e+09,1.154451e+09,1.009833e+10,4.095128e+07,2.061156e+05,2.948877e-08
125,2,5.441268e+04,5.532042e+03,4.063971e+03,1.823419e+05,7.172496e+02,3.233354e+00,3.026561e-08
125,3,4.920976e+04,5.003800e+03,3.675820e+03,3.755376e+05,1.468965e+03,6.263788e+00,4.936677e-08
125,4,2.205865e+01,1.173625e+00,8.293579e-01,2.764639e+04,1.082316e+02,7.101232e-01,3.777668e-08
125,5,2.139155e+01,1.139298e+00,8.053003e-01,2.742349e+04,1.073551e+02,7.127844e-01,4.662600e-08
126,1,1.551459e+10,1.576017e+09,1.157944e+09,1.017886e+10,4.126039e+07,2.073495e+05,4.635609e-08
126,2,5.374780e+04,5.464437e+03,4.014284e+03,1.828536e+05,7.190463e+02,3.233713e+00,4.634430e-08
126,3,4.848819e+04,4.930418e+03,3.621892e+03,2.371577e+05,9.297188e+02,4.273989e+00,4.633961e-08
126,4,2.226834e+01,1.197712e+00,8.473542e-01,3.451964e+04,1.351088e+02,8.279400e-01,3.405800e-08
127,1,1.572676e+10,1.597554e+09,1.173767e+09,9.743148e+09,3.958297e+07,2.005121e+05,2.476346e-08
127,2,5.322161e+04,5.410900e+03,3.974950e+03,1.366683e+05,5.386446e+02,2.514913e+00,2.467969e-08
127,3,4.820641e+04,4.901549e+03,3.600700e+03,9.171514e+04,3.606452e+02,3.940185e+00,2.466047e-08
127,4,2.340294e+01,1.257659e+00,8.900532e-01,5.790095e+03,2.454973e+01,4.817144e-01,3.684652e-08
127,5,2.206820e+01,1.187467e+00,8.404789e-01,4.912698e+03,2.131111e+01,4.542712e-01,3.691998e-08
127,6,2.026837e+01,1.092511e+00,7.734797e-01,3.781530e+03,1.725607e+01,4.394866e-01,3.761380e-08
128,1,1.625498e+10,1.651148e+09,1.213129e+09,9.715385e+09,3.947744e+07,2.001199e+05,3.395122e-08
128,2,5.271862e+04,5.359585e+03,3.937201e+03,1.242932e+05,4.901535e+02,2.324428e+00,3.370962e-08
128,3,4.764825e+04,4.844580e+03,3.558809e+03,7.089115e+04,2.795938e+02,1.543496e+00,3.367459e-08
128,4,2.185262e+01,1.167811e+00,8.249089e-01,7.520104e+02,9.372251e+00,4.177344e-01,2.397443e-08
128,5,2.073677e+01,1.109817e+00,7.853017e-01,1.000590e+03,9.078100e+00,3.950728e-01,2.151356e-08
128,6,1.932460e+01,1.037242e+00,7.344738e-01,1.413323e+03,9.102821e+00,3.662714e-01,2.165423e-08
129,1,1.669284e+10,1.695555e+09,1.245748e+09,9.732207e+09,3.954184e+07,2.003569e+05,4.421925e-08
129,2,5.234491e+04,5.321386e+03,3.909112e+03,1.246580e+05,4.914841e+02,2.327421e+00,4.380708e-08
129,3,4.739627e+04,4.818798e+03,3.539844e+03,8.544314e+04,3.381788e+02,5.460082e+00,4.381339e-08
129,4,2.106755e+01,1.108182e+00,7.811819e-01,6.698614e+03,2.732898e+01,8.194112e-01,3.639686e-08
129,5,2.044781e+01,1.078602e+00,7.607316e-01,5.713088e+03,2.370451e+01,7.404678e-01,3.541166e-08
129,6,1.951422e+01,1.033140e+00,7.294302e-01,5.033324e+03,2.131693e+01,7.380406e-01,3.502608e-08
130,1,1.699983e+10,1.726665e+09,1.268584e+09,9.768117e+09,3.967993e+07,2.009082e+05,1.712110e-08
130,2,5.195051e+04,5.281093e+03,3.879447e+03,1.254946e+05,4.948208e+02,2.336808e+00,1.711598e-08
130,3,4.709118e+04,4.787612e+03,3.516874e+03,9.984172e+04,3.918635e+02,2.683403e+00,1.709357e-08
130,4,2.034012e+01,1.053018e+00,7.426947e-01,5.474705e+03,2.312636e+01,4.613294e-01,2.418794e-08
131,1,1.715043e+10,1.741945e+09,1.279801e+09,9.721752e+09,3.950196e+07,2.002018e+05,4.038285e-08
131,2,5.187285e+04,5.273148e+03,3.873582e+03,1.205209e+05,4.753531e+02,2.255866e+00,4.045032e-08
131,3,4.685690e+04,4.763759e+03,3.499328e+03,1.375471e+05,5.402836e+02,3.543919e+00,4.066069e-08
131,4,2.013552e+01,1.076015e+00,7.622585e-01,8.424252e+03,3.432506e+01,4.979827e-01,3.957476e-08
132,1,1.748382e+10,1.775802e+09,1.304670e+09,9.729397e+09,3.953009e+07,2.003217e+05,4.381902e-08
132,2,5.159588e+04,5.244986e+03,3.852878e+03,1.173393e+05,4.623805e+02,2.192853e+00,4.383843e-08
132,3,4.657399e+04,4.734841e+03,3.478075e+03,1.698263e+05,6.661412e+02,3.458532e+00,4.402967e-08
132,4,2.082623e+01,1.109244e+00,7.851252e-01,1.178080e+04,4.672704e+01,5.321312e-01,4.721609e-08
132,5,2.045646e+01,1.089140e+00,7.708747e-01,1.154518e+04,4.579336e+01,5.220407e-01,4.437034e-08
132,6,2.000940e+01,1.065131e+00,7.537929e-01,1.115259e+04,4.425229e+01,5.086833e-01,2.960449e-08
133,1,1.759389e+10,1.786905e+09,1.312825e+09,9.743392e+09,3.958461e+07,2.005517e+05,3.433533e-08
133,2,5.136676e+04,5.221481e+03,3.835603e+03,1.169524e+05,4.609525e+02,2.185386e+00,3.459058e-08
133,3,4.657652e+04,4.735005e+03,3.478187e+03,1.463257e+05,5.737060e+02,3.421612e+00,3.467396e-08
133,4,2.097602e+01,1.095330e+00,7.728785e-01,7.410080e+03,3.018940e+01,4.776148e-01,4.396461e-08
133,5,2.041021e+01,1.067641e+00,7.533537e-01,7.181071e+03,2.927097e+01,4.642039e-01,4.400765e-08
133,6,1.970725e+01,1.033204e+00,7.290893e-01,7.008377e+03,2.854767e+01,4.490223e-01,4.387119e-08
134,1,1.778174e+10,1.805968e+09,1.326822e+09,9.827981e+09,3.990960e+07,2.018762e+05,3.845946e-08
134,2,5.102533e+04,5.186748e+03,3.810062e+03,1.215905e+05,4.790165e+02,2.253724e+00,3.836570e-08
134,3,4.618532e+04,4.695193e+03,3.448911e+03,1.494411e+05,5.863703e+02,3.853522e+00,3.860430e-08
134,4,2.029862e+01,1.075149e+00,7.596767e-01,9.085147e+03,3.644092e+01,4.891276e-01,3.971256e-08
134,5,1.970147e+01,1.044460e+00,7.381832e-01,8.976829e+03,3.597768e+01,4.764997e-01,3.956861e-08
134,6,1.897369e+01,1.007084e+00,7.120212e-01,8.841468e+03,3.540305e+01,4.728912e-01,3.947649e-08
135,1,1.798962e+10,1.827032e+09,1.342294e+09,9.829573e+09,3.991611e+07,2.019329e+05,2.601232e-08
135,2,5.068486e+04,5.152021e+03,3.784542e+03,1.165530e+05,4.593965e+02,2.171949e+00,2.596052e-08
135,3,4.581485e+04,4.657396e+03,3.421143e+03,1.057802e+05,4.154805e+02,1.976511e+00,2.595484e-08
135,4,2.051829e+01,1.233386e+00,7.479759e-01,2.589257e+03,1.397658e+01,4.012797e-01,2.602163e-08
136,1,1.865323e+10,1.894471e+09,1.391829e+09,9.736564e+09,3.955786e+07,2.004949e+05,3.656748e-08
136,2,5.041321e+04,5.124515e+03,3.764307e+03,1.026320e+05,4.045348e+02,1.934698e+00,3.662366e-08
136,3,4.547262e+04,4.622601e+03,3.395567e+03,5.515194e+04,2.178140e+02,1.669691e+00,3.664048e-08
136,4,2.118690e+01,1.202304e+00,7.842628e-01,7.568025e+03,3.001015e+01,3.270267e-01,2.788372e-08
136,5,1.865379e+01,1.005801e+00,7.137892e-01,3.627406e+03,1.517736e+01,3.052361e-01,2.724671e-08
137,1,1.938066e+10,1.968347e+09,1.446105e+09,9.899815e+09,4.018416e+07,2.030860e+05,3.666045e-08
137,2,5.023325e+04,5.106220e+03,3.750866e+03,1.172003e+05,4.616416e+02,2.137951e+00,3.663878e-08
137,3,4.548631e+04,4.624197e+03,3.396729e+03,3.902940e+05,1.532577e+03,9.903525e+00,3.718465e-08
137,4,2.147376e+01,1.133731e+00,8.000976e-01,2.708322e+04,1.062650e+02,7.535422e-01,4.408937e-08
137,5,2.114118e+01,1.117595e+00,7.886577e-01,3.012817e+04,1.182224e+02,8.986646e-01,4.498522e-08
137,6,2.065130e+01,1.094021e+00,7.718900e-01,3.561637e+04,1.397952e+02,1.157832e+00,4.718663e-08
138,1,1.940069e+10,1.970284e+09,1.447546e+09,1.001466e+10,4.062253e+07,2.048378e+05,2.498698e-08
138,2,4.959467e+04,5.041091e+03,3.703069e+03,1.207965e+05,4.754726e+02,2.190568e+00,2.498725e-08
138,3,4.498112e+04,4.572620e+03,3.358880e+03,1.419491e+05,5.572043e+02,2.466580e+00,2.505163e-08
138,4,2.114905e+01,1.129393e+00,7.983807e-01,1.295083e+04,5.117982e+01,5.065958e-01,3.386588e-08
138,5,2.009124e+01,1.078099e+00,7.631187e-01,1.290931e+04,5.098248e+01,4.887117e-01,3.363269e-08
138,6,1.872613e+01,1.007596e+00,7.136887e-01,1.162148e+04,4.592150e+01,4.500068e-01,3.294905e-08
139,1,1.985513e+10,2.016291e+09,1.481356e+09,9.906603e+09,4.020929e+07,2.031798e+05,1.807331e-08
139,2,4.904804e+04,4.985204e+03,3.662035e+03,1.040646e+05,4.098549e+02,1.930649e+00,1.800983e-08
139,3,4.442531e+04,4.515714e+03,3.317105e+03,6.888213e+04,2.713829e+02,1.342336e+00,1.800992e-08
139,4,1.989055e+01,1.066290e+00,7.555593e-01,3.417546e+03,1.531111e+01,3.499779e-01,4.098257e-08
