it,sol,rhsl1,rhsl2,rhslinf,dyl1,dyl2,dylinf,relerr
51,1,3.069816e+09,3.129828e+08,2.294600e+08,5.791802e+09,2.446530e+07,1.364550e+05,2.924786e-08
51,2,1.160890e+05,1.184268e+04,8.681462e+03,3.018386e+05,1.245196e+03,6.777452e+00,2.930958e-08
51,3,1.055686e+05,1.077075e+04,7.895619e+03,3.214268e+05,1.311058e+03,1.080635e+01,2.931470e-08
51,4,2.762988e+01,9.725547e-01,6.762021e-01,8.938441e+03,3.609134e+01,1.269156e+00,3.061446e-08
51,5,2.591785e+01,9.283689e-01,6.452191e-01,8.699444e+03,3.510941e+01,1.231526e+00,3.064960e-08
51,6,2.348630e+01,8.661629e-01,6.012059e-01,8.418406e+03,3.395251e+01,1.184179e+00,3.087069e-08
52,1,3.150610e+09,3.211796e+08,2.354907e+08,5.856721e+09,2.471361e+07,1.375295e+05,2.110064e-08
52,2,1.147686e+05,1.170653e+04,8.582424e+03,2.996159e+05,1.233278e+03,6.698011e+00,2.108713e-08
52,3,1.045663e+05,1.066712e+04,7.820337e+03,3.186616e+05,1.296984e+03,1.261413e+01,2.108405e-08
52,4,2.808927e+01,9.674865e-01,6.730849e-01,9.429889e+03,3.800321e+01,1.491192e+00,3.308577e-08
52,5,2.641878e+01,9.238540e-01,6.426520e-01,9.210235e+03,3.712539e+01,1.444445e+00,3.261796e-08
52,6,2.406877e+01,8.666704e-01,6.027523e-01,8.946632e+03,3.607844e+01,1.384082e+00,3.171878e-08
53,1,3.248059e+09,3.310910e+08,2.427763e+08,5.894107e+09,2.485591e+07,1.381307e+05,1.429329e-08
53,2,1.132829e+05,1.155425e+04,8.471423e+03,2.902149e+05,1.193526e+03,6.492684e+00,1.430930e-08
53,3,1.035468e+05,1.056244e+04,7.744163e+03,2.914719e+05,1.189822e+03,1.500223e+01,1.426504e-08
53,4,2.829490e+01,9.690878e-01,6.701613e-01,8.312196e+03,3.398625e+01,1.823341e+00,4.268223e-08
53,5,2.628799e+01,9.210113e-01,6.384552e-01,8.009754e+03,3.282047e+01,1.781791e+00,4.631742e-08
53,6,2.141438e+01,8.286035e-01,5.735249e-01,7.455069e+03,3.077447e+01,1.696923e+00,4.692779e-08
54,1,3.434761e+09,3.501142e+08,2.567650e+08,5.969815e+09,2.514433e+07,1.393874e+05,2.691259e-08
54,2,1.111861e+05,1.134020e+04,8.315760e+03,2.801551e+05,1.148929e+03,8.030196e+00,2.685976e-08
54,3,1.008997e+05,1.029222e+04,7.547196e+03,3.203034e+05,1.294172e+03,1.674890e+01,2.672623e-08
54,4,2.381713e+01,9.651106e-01,6.659951e-01,2.073276e+04,8.244880e+01,1.998078e+00,2.998806e-08
54,5,2.211732e+01,8.995065e-01,6.265151e-01,1.376981e+04,5.464504e+01,1.935066e+00,2.567632e-08
54,6,2.025984e+01,8.295847e-01,5.791580e-01,1.156287e+04,4.600492e+01,1.812265e+00,2.491596e-08
55,1,3.539498e+09,3.607566e+08,2.645782e+08,6.026057e+09,2.535750e+07,1.403079e+05,3.225294e-08
55,2,1.097518e+05,1.119290e+04,8.208005e+03,2.750228e+05,1.125704e+03,8.812100e+00,3.231154e-08
55,3,9.934239e+04,1.013243e+04,7.430254e+03,2.832916e+05,1.147784e+03,1.601722e+01,3.228246e-08
55,4,2.272738e+01,9.394613e-01,6.564937e-01,4.965667e+03,2.283975e+01,2.045992e+00,2.542784e-08
55,5,2.105753e+01,8.840228e-01,6.168385e-01,4.506051e+03,2.206256e+01,2.018259e+00,2.649469e-08
55,6,1.888218e+01,7.951298e-01,5.555881e-01,6.603210e+03,2.744217e+01,1.817201e+00,2.433856e-08
56,1,3.673456e+09,3.743989e+08,2.746178e+08,6.114233e+09,2.569322e+07,1.417888e+05,1.732036e-08
56,2,1.080401e+05,1.101807e+04,8.080796e+03,2.719528e+05,1.110093e+03,9.118800e+00,1.729963e-08
56,3,9.825852e+04,1.002164e+04,7.349910e+03,3.032742e+05,1.221855e+03,1.317677e+01,1.728899e-08
56,4,2.407179e+01,9.995116e-01,6.956648e-01,1.685693e+04,6.662017e+01,1.959210e+00,4.370861e-08
56,5,2.152586e+01,9.077501e-01,6.336727e-01,1.574253e+04,6.218238e+01,1.766125e+00,4.409687e-08
57,1,3.835048e+09,3.908267e+08,2.867274e+08,6.185886e+09,2.596640e+07,1.429868e+05,3.634176e-08
57,2,1.061827e+05,1.082754e+04,7.942706e+03,2.634500e+05,1.073549e+03,8.700198e+00,3.622892e-08
57,3,9.581656e+04,9.771648e+03,7.168059e+03,2.984174e+05,1.200165e+03,9.478379e+00,3.631001e-08
57,4,2.235896e+01,9.518443e-01,6.674036e-01,1.454655e+04,5.960753e+01,1.896865e+00,3.110802e-08
58,1,3.898904e+09,3.973413e+08,2.915070e+08,6.220520e+09,2.609786e+07,1.435665e+05,4.005096e-08
58,2,1.053689e+05,1.074476e+04,7.881988e+03,2.596535e+05,1.057233e+03,8.232002e+00,4.002075e-08
58,3,9.595567e+04,9.785952e+03,7.178568e+03,2.820372e+05,1.135232e+03,8.253179e+00,4.004731e-08
58,4,2.760082e+01,1.040212e+00,7.272854e-01,1.169861e+04,4.664151e+01,1.094961e+00,2.575895e-08
59,1,3.975178e+09,4.051190e+08,2.972396e+08,6.285214e+09,2.634474e+07,1.446500e+05,2.737052e-08
59,2,1.045695e+05,1.066338e+04,7.822982e+03,2.619969e+05,1.064619e+03,7.930019e+00,2.719946e-08
59,3,9.471135e+04,9.659319e+03,7.086291e+03,3.662630e+05,1.464523e+03,1.398918e+01,2.719177e-08
59,4,2.501629e+01,1.007846e+00,7.006895e-01,2.151206e+04,8.688125e+01,1.977875e+00,2.947481e-08
60,1,3.997361e+09,4.073663e+08,2.988898e+08,6.329970e+09,2.651614e+07,1.453745e+05,2.148229e-08
60,2,1.039617e+05,1.060107e+04,7.777301e+03,2.639594e+05,1.071615e+03,7.862926e+00,2.132308e-08
60,3,9.457803e+04,9.645347e+03,7.076068e+03,3.255715e+05,1.302015e+03,7.707079e+00,2.137118e-08
60,4,2.750004e+01,1.113788e+00,7.772423e-01,1.770880e+04,6.989907e+01,9.134600e-01,2.828062e-08
60,5,2.509891e+01,1.034647e+00,7.202701e-01,1.702141e+04,6.720377e+01,8.423353e-01,2.717033e-08
60,6,2.292595e+01,9.705129e-01,6.761013e-01,1.608121e+04,6.349599e+01,7.488031e-01,2.522570e-08
61,1,4.110839e+09,4.188258e+08,3.072994e+08,6.443265e+09,2.694796e+07,1.472466e+05,3.077759e-08
61,2,1.020997e+05,1.040867e+04,7.636186e+03,2.631893e+05,1.066052e+03,7.917188e+00,3.067800e-08
61,3,9.264706e+04,9.446031e+03,6.929882e+03,3.013189e+05,1.207106e+03,7.133217e+00,3.068017e-08
61,4,2.535140e+01,1.085450e+00,7.558446e-01,2.087987e+04,8.306300e+01,2.281605e+00,4.596420e-08
61,5,2.393801e+01,1.033879e+00,7.211907e-01,1.725891e+04,6.840531e+01,1.445726e+00,4.416122e-08
61,6,2.219833e+01,9.685382e-01,6.767966e-01,1.495270e+04,5.920895e+01,1.039475e+00,4.359171e-08
62,1,4.221586e+09,4.300552e+08,3.155602e+08,6.471900e+09,2.705657e+07,1.477174e+05,3.789058e-08
62,2,1.008560e+05,1.028064e+04,7.542769e+03,2.555863e+05,1.034709e+03,7.829056e+00,3.715150e-08
62,3,9.132422e+04,9.310058e+03,6.830601e+03,2.735853e+05,1.097291e+03,6.418432e+00,3.707710e-08
62,4,2.462796e+01,1.094153e+00,7.639330e-01,7.204716e+03,2.981879e+01,4.738350e-01,2.793616e-08
62,5,2.234906e+01,9.979407e-01,6.961042e-01,7.413966e+03,3.039885e+01,4.527592e-01,2.722543e-08
63,1,4.364719e+09,4.446088e+08,3.262580e+08,6.570711e+09,2.743511e+07,1.493545e+05,1.343833e-08
63,2,9.927116e+04,1.011852e+04,7.424248e+03,2.541846e+05,1.027275e+03,7.564682e+00,1.338815e-08
63,3,8.987097e+04,9.161571e+03,6.722017e+03,2.779315e+05,1.111352e+03,6.078889e+00,1.336072e-08
63,4,2.481179e+01,1.090698e+00,7.629302e-01,1.345202e+04,5.351095e+01,6.367889e-01,3.272970e-08
63,5,2.357498e+01,1.042596e+00,7.302131e-01,1.281242e+04,5.107323e+01,6.668688e-01,3.180456e-08
63,6,2.192593e+01,9.780068e-01,6.843880e-01,1.193509e+04,4.773891e+01,7.090634e-01,3.035729e-08
64,1,4.460878e+09,4.543976e+08,3.334620e+08,6.609624e+09,2.758188e+07,1.500470e+05,1.568447e-08
64,2,9.829322e+04,1.001872e+04,7.351481e+03,2.494001e+05,1.007209e+03,7.367520e+00,1.568022e-08
64,3,8.874503e+04,9.046581e+03,6.638057e+03,2.749223e+05,1.098900e+03,5.876712e+00,1.562450e-08
64,4,2.479142e+01,1.111403e+00,7.670108e-01,1.658295e+03,3.096278e+01,4.820497e+00,4.106793e-08
65,1,4.520150e+09,4.604378e+08,3.378984e+08,6.648198e+09,2.772852e+07,1.506817e+05,1.391820e-08
65,2,9.773423e+04,9.961818e+03,7.309802e+03,2.492833e+05,1.005779e+03,7.174820e+00,1.394956e-08
65,3,8.934914e+04,9.108196e+03,6.683336e+03,2.893866e+05,1.154476e+03,5.946672e+00,1.390073e-08
65,4,2.972855e+01,1.118153e+00,7.800923e-01,1.482747e+04,5.859044e+01,4.738748e-01,2.753989e-08
65,5,2.875044e+01,1.084900e+00,7.569800e-01,1.463289e+04,5.779822e+01,4.688886e-01,2.756575e-08
65,6,2.747477e+01,1.042010e+00,7.271793e-01,1.439164e+04,5.682226e+01,4.627793e-01,2.767039e-08
66,1,4.594428e+09,4.680083e+08,3.434619e+08,6.635173e+09,2.767707e+07,1.504255e+05,2.094101e-08
66,2,9.686882e+04,9.873726e+03,7.245323e+03,2.382039e+05,9.614966e+02,7.052649e+00,2.104884e-08
66,3,8.812532e+04,8.983416e+03,6.591916e+03,2.253774e+05,9.060687e+02,4.971549e+00,2.104990e-08
66,4,2.653732e+01,1.149658e+00,8.035094e-01,8.875187e+03,3.566229e+01,4.333170e-01,2.527057e-08
66,5,2.482932e+01,1.096124e+00,7.670994e-01,8.044004e+03,3.242535e+01,4.074671e-01,2.473580e-08
66,6,2.243625e+01,1.010685e+00,7.079873e-01,6.864510e+03,2.787939e+01,3.849981e-01,2.300127e-08
67,1,4.787665e+09,4.875724e+08,3.578284e+08,6.751248e+09,2.811992e+07,1.523205e+05,1.885306e-08
67,2,9.555529e+04,9.737477e+03,7.145514e+03,2.420730e+05,9.742428e+02,6.940344e+00,1.828208e-08
67,3,8.671063e+04,8.837224e+03,6.484811e+03,2.986884e+05,1.187978e+03,5.683415e+00,2.011521e-08
67,4,2.515121e+01,1.116779e+00,7.807587e-01,1.606326e+04,6.333085e+01,4.999455e-01,2.298918e-08
68,1,4.863818e+09,4.952996e+08,3.634960e+08,6.824631e+09,2.839962e+07,1.535208e+05,3.956206e-08
68,2,9.457127e+04,9.636675e+03,7.071475e+03,2.435100e+05,9.788266e+02,6.829036e+00,3.957587e-08
68,3,8.579008e+04,8.742896e+03,6.415528e+03,2.868763e+05,1.142234e+03,8.423915e+00,3.947704e-08
68,4,2.581034e+01,1.148213e+00,7.997962e-01,8.505082e+03,4.101832e+01,2.699776e+00,4.889647e-08
68,5,2.447062e+01,1.118076e+00,7.816224e-01,1.219101e+04,5.093359e+01,2.061646e+00,4.661985e-08
68,6,2.226760e+01,1.030289e+00,7.238458e-01,1.657918e+04,6.547925e+01,8.611209e-01,4.343622e-08
69,1,5.018793e+09,5.109817e+08,3.750094e+08,6.921885e+09,2.877198e+07,1.551271e+05,2.655846e-08
69,2,9.260809e+04,9.434870e+03,6.923460e+03,2.390978e+05,9.599666e+02,6.654042e+00,2.667779e-08
69,3,8.403759e+04,8.562749e+03,6.283413e+03,2.684079e+05,1.069172e+03,5.980163e+00,2.670357e-08
69,4,2.638423e+01,1.072600e+00,7.499920e-01,1.534075e+04,6.050286e+01,5.027765e-01,3.401530e-08
70,1,5.050079e+09,5.141561e+08,3.773407e+08,6.909207e+09,2.872420e+07,1.549264e+05,4.913131e-08
70,2,9.233717e+04,9.407069e+03,6.903088e+03,2.333514e+05,9.375433e+02,6.539588e+00,4.901344e-08
70,3,8.382642e+04,8.541002e+03,6.267483e+03,2.225174e+05,8.899873e+02,4.447429e+00,4.896159e-08
70,4,2.545737e+01,1.179820e+00,8.255732e-01,9.312182e+03,3.739282e+01,5.499040e-01,4.648120e-08
70,5,2.358113e+01,1.099926e+00,7.707159e-01,8.295133e+03,3.345345e+01,5.170977e-01,4.620400e-08
70,6,2.110342e+01,9.925109e-01,6.955898e-01,6.925990e+03,2.825492e+01,4.764092e-01,4.565525e-08
71,1,5.268867e+09,5.363394e+08,3.936433e+08,6.970624e+09,2.895610e+07,1.558901e+05,3.291533e-08
71,2,9.094013e+04,9.263197e+03,6.797887e+03,2.250840e+05,9.032817e+02,6.175829e+00,3.290464e-08
71,3,8.247489e+04,8.401920e+03,6.165754e+03,2.241218e+05,8.936164e+02,7.867404e+00,3.295301e-08
71,4,2.414443e+01,1.047696e+00,7.307179e-01,9.894422e+03,3.940299e+01,5.675345e-01,4.723543e-08
72,1,5.332213e+09,5.427678e+08,3.983633e+08,6.952779e+09,2.888731e+07,1.555903e+05,4.661539e-08
72,2,9.061224e+04,9.229464e+03,6.773162e+03,2.183893e+05,8.768025e+02,6.013063e+00,4.653458e-08
72,3,8.211320e+04,8.364691e+03,6.138467e+03,2.192155e+05,8.740054e+02,4.248124e+00,4.649225e-08
72,4,2.459462e+01,1.152756e+00,8.078349e-01,8.240855e+03,3.354602e+01,5.764108e-01,2.933208e-08
72,5,2.261219e+01,1.064750e+00,7.458032e-01,7.378970e+03,3.030495e+01,6.064878e-01,2.938312e-08
72,6,2.004578e+01,9.474975e-01,6.628566e-01,6.403213e+03,2.656253e+01,6.016731e-01,2.951313e-08
73,1,5.547414e+09,5.646150e+08,4.144258e+08,7.059624e+09,2.929596e+07,1.573461e+05,4.359972e-08
73,2,8.916923e+04,9.081608e+03,6.665097e+03,2.185607e+05,8.759517e+02,5.757213e+00,4.353490e-08
73,3,8.082781e+04,8.233001e+03,6.042211e+03,2.185266e+05,8.702588e+02,1.165885e+01,4.353782e-08
73,4,2.496348e+01,1.030224e+00,7.186331e-01,7.966280e+03,3.196217e+01,4.739925e-01,4.351374e-08
74,1,5.577410e+09,5.676692e+08,4.166699e+08,7.077366e+09,2.936529e+07,1.576440e+05,3.673202e-08
74,2,8.901918e+04,9.066349e+03,6.653935e+03,2.190738e+05,8.780098e+02,5.734417e+00,3.675882e-08
74,3,8.140518e+04,8.291812e+03,6.085406e+03,2.630947e+05,1.043349e+03,4.897623e+00,3.688940e-08
74,4,2.775815e+01,1.085041e+00,7.566487e-01,1.430438e+04,5.679972e+01,6.297281e-01,2.731071e-08
74,5,2.619700e+01,1.032217e+00,7.201307e-01,1.398893e+04,5.562026e+01,6.738251e-01,2.693858e-08
74,6,2.410750e+01,9.638871e-01,6.729041e-01,1.358754e+04,5.414451e+01,7.317760e-01,2.651246e-08
75,1,5.741879e+09,5.844416e+08,4.290122e+08,7.146394e+09,2.962962e+07,1.588236e+05,3.004329e-08
75,2,8.754985e+04,8.917273e+03,6.544997e+03,2.140223e+05,8.571267e+02,5.467773e+00,3.006609e-08
75,3,7.932081e+04,8.080028e+03,5.930402e+03,2.232877e+05,8.882683e+02,4.296953e+00,3.012001e-08
75,4,2.306195e+01,1.067506e+00,7.451000e-01,9.588893e+03,3.835955e+01,5.050002e-01,2.304068e-08
75,5,2.201054e+01,1.022281e+00,7.134931e-01,9.142284e+03,3.659641e+01,4.825938e-01,2.293885e-08
75,6,2.077606e+01,9.689987e-01,6.768333e-01,8.624025e+03,3.455602e+01,4.567129e-01,2.274825e-08
76,1,5.861464e+09,5.965703e+08,4.379272e+08,7.228897e+09,2.994629e+07,1.601762e+05,3.377857e-08
76,2,8.676975e+04,8.837189e+03,6.486391e+03,2.176873e+05,8.710251e+02,5.388183e+00,3.376711e-08
76,3,7.896243e+04,8.043091e+03,5.903445e+03,2.773476e+05,1.099174e+03,6.382376e+00,3.384334e-08
76,4,2.535487e+01,1.006203e+00,7.018522e-01,1.309594e+04,5.170303e+01,5.204996e-01,4.148924e-08
76,5,2.464586e+01,9.851916e-01,6.874133e-01,1.322414e+04,5.217875e+01,5.126496e-01,4.090018e-08
76,6,2.358862e+01,9.559643e-01,6.670608e-01,1.349034e+04,5.318957e+01,5.024496e-01,3.977938e-08
77,1,5.931528e+09,6.036715e+08,4.431509e+08,7.252123e+09,3.003441e+07,1.605280e+05,1.985901e-08
77,2,8.602572e+04,8.761019e+03,6.430636e+03,2.140773e+05,8.563490e+02,5.258422e+00,2.003521e-08
77,3,7.819129e+04,7.964167e+03,5.845659e+03,2.236802e+05,8.889407e+02,7.502867e+00,2.006662e-08
77,4,2.459226e+01,1.026438e+00,7.157737e-01,8.205845e+03,3.365380e+01,6.175888e-01,2.685815e-08
77,5,2.362053e+01,9.979419e-01,6.959762e-01,7.999581e+03,3.288986e+01,6.219677e-01,2.666605e-08
77,6,2.227087e+01,9.595351e-01,6.690705e-01,7.766214e+03,3.201966e+01,6.246991e-01,2.638705e-08
78,1,6.026359e+09,6.133269e+08,4.502480e+08,7.282773e+09,3.015133e+07,1.610397e+05,2.930318e-08
78,2,8.538485e+04,8.695827e+03,6.382910e+03,2.111288e+05,8.444851e+02,5.112962e+00,2.930058e-08
78,3,7.743928e+04,7.887598e+03,5.789573e+03,2.023827e+05,8.065749e+02,5.571776e+00,2.931163e-08
78,4,2.281484e+01,1.076509e+00,7.486918e-01,4.369262e+03,2.217956e+01,1.644056e+00,3.800744e-08
79,1,6.168657e+09,6.277535e+08,4.608480e+08,7.264442e+09,3.008112e+07,1.607310e+05,2.114407e-08
79,2,8.480764e+04,8.636282e+03,6.339329e+03,2.009708e+05,8.042583e+02,4.859954e+00,2.128288e-08
79,3,7.731188e+04,7.873901e+03,5.779645e+03,1.720633e+05,6.883136e+02,3.529457e+00,2.135324e-08
79,4,2.536310e+01,1.132290e+00,7.882419e-01,3.277678e+03,1.607721e+01,5.502752e-01,2.488563e-08
79,5,2.259926e+01,1.046933e+00,7.303796e-01,2.676092e+03,1.397951e+01,5.381073e-01,2.253823e-08
79,6,2.018750e+01,9.515012e-01,6.649792e-01,2.442209e+03,1.274748e+01,4.995288e-01,2.171380e-08
80,1,6.443603e+09,6.556249e+08,4.813370e+08,7.412899e+09,3.065236e+07,1.631055e+05,2.812994e-08
80,2,8.363348e+04,8.515355e+03,6.250920e+03,2.092088e+05,8.357285e+02,4.726422e+00,2.786833e-08
80,3,7.548131e+04,7.686312e+03,5.642254e+03,2.873508e+05,1.135506e+03,9.022877e+00,2.784320e-08
80,4,2.147932e+01,1.017735e+00,7.101563e-01,1.426161e+04,5.747602e+01,1.066467e+00,4.815238e-08
80,5,2.085809e+01,9.893865e-01,6.903313e-01,1.400896e+04,5.650559e+01,1.071565e+00,4.838948e-08
80,6,2.011564e+01,9.555641e-01,6.666685e-01,1.372527e+04,5.541524e+01,1.076354e+00,4.870130e-08
81,1,6.507888e+09,6.621795e+08,4.861563e+08,7.477864e+09,3.090115e+07,1.642101e+05,2.970130e-08
81,2,8.290105e+04,8.440979e+03,6.196410e+03,2.117019e+05,8.452860e+02,4.693466e+00,2.968136e-08
81,3,7.492083e+04,7.629443e+03,5.600589e+03,3.297476e+05,1.300778e+03,5.795867e+00,2.964848e-08
81,4,2.189901e+01,1.047917e+00,7.312614e-01,2.619849e+04,1.033857e+02,1.236873e+00,4.975012e-08
81,5,2.069807e+01,9.931586e-01,6.932623e-01,2.278897e+04,8.973773e+01,8.493243e-01,4.705498e-08
81,6,1.915812e+01,9.220475e-01,6.437115e-01,2.089221e+04,8.215277e+01,7.179625e-01,4.594518e-08
82,1,6.640134e+09,6.756020e+08,4.960237e+08,7.611168e+09,3.141230e+07,1.664334e+05,2.402042e-08
82,2,8.115263e+04,8.262598e+03,6.065612e+03,2.133950e+05,8.509978e+02,4.578150e+00,2.408755e-08
82,3,7.371950e+04,7.506729e+03,5.510645e+03,2.707367e+05,1.069570e+03,4.844462e+00,2.410486e-08
82,4,2.261348e+01,1.067107e+00,7.463539e-01,1.537644e+04,6.107303e+01,7.279435e-01,3.774142e-08
82,5,2.121872e+01,1.010520e+00,7.073549e-01,1.454021e+04,5.772810e+01,6.874379e-01,3.613481e-08
82,6,1.941516e+01,9.323935e-01,6.516101e-01,1.359515e+04,5.399749e+01,6.312847e-01,3.376416e-08
83,1,6.821116e+09,6.939607e+08,5.095223e+08,7.763260e+09,3.199151e+07,1.688845e+05,3.152887e-08
83,2,7.958375e+04,8.102278e+03,5.948143e+03,2.179713e+05,8.674444e+02,4.486367e+00,3.147384e-08
83,3,7.177198e+04,7.307886e+03,5.364863e+03,2.640846e+05,1.048308e+03,1.421859e+01,3.178553e-08
83,4,2.066327e+01,9.985256e-01,6.896902e-01,3.719664e+03,4.768034e+01,3.443649e+00,2.487974e-08
84,1,6.877241e+09,6.996470e+08,5.137106e+08,7.847821e+09,3.231307e+07,1.701802e+05,3.889883e-08
84,2,7.910489e+04,8.053264e+03,5.912313e+03,2.228296e+05,8.857279e+02,4.532358e+00,3.884721e-08
84,3,7.183301e+04,7.313983e+03,5.369472e+03,3.562485e+05,1.402950e+03,6.862096e+00,3.895668e-08
84,4,2.284686e+01,1.039103e+00,7.265423e-01,2.099743e+04,8.243164e+01,6.580870e-01,2.571719e-08
84,5,2.185035e+01,1.001639e+00,7.006121e-01,2.062817e+04,8.098374e+01,6.405988e-01,2.578215e-08
84,6,2.066836e+01,9.542342e-01,6.676049e-01,2.019569e+04,7.927975e+01,6.198494e-01,2.591321e-08
85,1,6.938997e+09,7.058794e+08,5.182906e+08,7.976257e+09,3.280397e+07,1.722863e+05,2.572401e-08
85,2,7.799943e+04,7.940195e+03,5.829342e+03,2.293169e+05,9.106283e+02,4.564092e+00,2.566865e-08
85,3,7.065105e+04,7.193031e+03,5.280707e+03,3.368326e+05,1.325188e+03,6.815607e+00,2.557794e-08
85,4,2.128319e+01,9.925708e-01,6.941828e-01,2.068065e+04,8.106787e+01,6.350992e-01,3.472902e-08
86,1,6.971576e+09,7.091792e+08,5.207127e+08,8.007058e+09,3.292237e+07,1.727811e+05,4.057199e-08
86,2,7.752792e+04,7.892052e+03,5.793987e+03,2.282768e+05,9.064603e+02,4.531648e+00,4.048646e-08
86,3,7.031712e+04,7.158946e+03,5.255674e+03,2.954853e+05,1.162986e+03,5.397054e+00,4.062316e-08
86,4,2.236176e+01,1.081576e+00,7.573402e-01,2.036479e+04,7.995453e+01,6.888244e-01,2.800026e-08
86,5,2.140969e+01,1.043352e+00,7.307843e-01,1.959964e+04,7.696944e+01,6.668673e-01,2.795836e-08
86,6,2.015112e+01,9.894824e-01,6.923740e-01,1.862213e+04,7.315740e+01,6.382121e-01,2.770368e-08
87,1,7.109440e+09,7.231209e+08,5.309534e+08,8.070360e+09,3.316397e+07,1.737909e+05,2.476789e-08
87,2,7.633834e+04,7.770117e+03,5.704506e+03,2.225069e+05,8.832289e+02,4.343517e+00,2.472899e-08
87,3,6.931549e+04,7.056226e+03,5.180303e+03,2.092292e+05,8.282950e+02,6.771029e+00,2.471888e-08
87,4,2.298523e+01,1.132506e+00,7.846073e-01,2.068767e+03,3.227295e+01,3.348851e+00,1.939850e-08
87,5,2.144331e+01,1.066117e+00,7.408634e-01,9.235677e+03,4.107366e+01,1.362123e+00,4.104170e-08
87,6,1.835858e+01,9.300065e-01,6.402799e-01,1.084848e+04,4.488682e+01,1.170262e+00,3.676795e-08
88,1,7.514803e+09,7.643065e+08,5.612414e+08,8.034655e+09,3.303084e+07,1.732460e+05,2.206936e-08
88,2,7.445534e+04,7.578071e+03,5.563973e+03,1.976109e+05,7.855938e+02,3.753533e+00,2.201544e-08
88,3,6.775864e+04,6.897359e+03,5.064114e+03,1.610339e+05,6.387353e+02,4.494998e+00,2.203702e-08
88,4,2.331341e+01,9.740374e-01,6.796178e-01,9.214761e+03,3.647969e+01,4.672774e-01,3.033434e-08
89,1,7.577549e+09,7.706785e+08,5.659268e+08,8.016558e+09,3.296115e+07,1.729579e+05,3.987352e-08
89,2,7.435836e+04,7.568109e+03,5.556720e+03,1.937537e+05,7.703645e+02,3.678912e+00,3.995286e-08
89,3,6.699906e+04,6.814758e+03,5.003442e+03,4.788376e+05,1.975513e+03,6.082336e+01,4.852219e-08
89,4,6.682655e+01,3.320765e+01,2.347142e+01,2.421499e+05,1.120374e+03,5.373443e+01,2.436288e-08
89,5,6.331356e+01,3.075667e+01,2.173748e+01,2.250240e+05,1.039858e+03,4.975479e+01,2.459199e-08
90,1,7.597221e+09,7.724111e+08,5.671981e+08,8.045085e+09,3.307075e+07,1.734150e+05,2.849273e-08
90,2,7.427206e+04,7.556715e+03,5.548344e+03,1.957393e+05,7.781369e+02,3.704551e+00,2.864489e-08
90,3,6.823926e+04,6.943811e+03,5.098263e+03,2.130553e+05,8.417920e+02,4.562061e+00,2.878458e-08
90,4,2.494167e+01,1.034078e+00,7.191498e-01,1.160259e+04,4.579504e+01,5.280840e-01,2.599420e-08
90,5,2.374715e+01,9.882298e-01,6.872881e-01,1.115068e+04,4.401874e+01,5.074606e-01,2.634845e-08
90,6,2.227977e+01,9.322816e-01,6.484591e-01,1.060277e+04,4.187716e+01,4.828831e-01,2.680156e-08
91,1,7.782131e+09,7.914575e+08,5.812132e+08,8.166122e+09,3.353676e+07,1.754365e+05,3.626074e-08
91,2,7.341929e+04,7.472302e+03,5.486633e+03,2.005350e+05,7.968197e+02,3.700713e+00,3.596346e-08
91,3,6.664026e+04,6.783262e+03,4.980627e+03,2.586946e+05,1.031816e+03,1.539760e+01,3.588833e-08
91,4,2.176384e+01,1.028863e+00,7.210690e-01,2.147030e+04,9.669122e+01,3.544469e+00,4.083756e-08
91,5,2.075965e+01,9.902666e-01,6.944484e-01,1.909470e+04,8.410288e+01,2.914427e+00,3.883828e-08
91,6,1.972710e+01,9.507041e-01,6.666064e-01,1.711484e+04,7.425821e+01,2.462190e+00,3.764790e-08
92,1,7.898471e+09,8.032357e+08,5.898642e+08,8.258231e+09,3.388949e+07,1.769694e+05,3.188311e-08
92,2,7.273868e+04,7.402569e+03,5.435443e+03,2.045891e+05,8.124241e+02,3.733067e+00,3.197931e-08
92,3,6.628934e+04,6.747137e+03,4.954109e+03,3.182733e+05,1.251785e+03,6.917416e+00,3.183746e-08
92,4,2.317165e+01,9.968146e-01,6.964374e-01,1.866443e+04,7.325464e+01,5.602382e-01,3.326483e-08
93,1,7.952374e+09,8.087430e+08,5.939121e+08,8.282001e+09,3.397696e+07,1.772870e+05,4.304754e-08
93,2,7.210079e+04,7.337902e+03,5.387990e+03,2.012404e+05,7.983764e+02,3.661631e+00,4.308934e-08
93,3,6.520580e+04,6.637018e+03,4.873278e+03,1.807691e+05,7.141540e+02,6.911251e+00,4.315300e-08
93,4,2.133965e+01,1.071979e+00,7.467333e-01,9.928098e+03,4.073403e+01,7.782849e-01,4.861178e-08
93,5,2.052193e+01,1.032833e+00,7.190710e-01,9.332780e+03,3.823443e+01,6.952830e-01,4.885173e-08
93,6,1.952241e+01,9.851436e-01,6.851973e-01,8.539591e+03,3.506236e+01,6.239439e-01,4.925384e-08
94,1,8.113277e+09,8.251089e+08,6.059374e+08,8.418562e+09,3.450356e+07,1.795688e+05,2.135503e-08
94,2,7.162002e+04,7.289004e+03,5.352142e+03,2.100356e+05,8.329890e+02,3.796906e+00,2.137284e-08
94,3,6.485482e+04,6.601417e+03,4.847182e+03,2.549643e+05,1.002815e+03,4.485555e+00,2.132861e-08
